Name,Age,Photo,Nationality,Overall,Growth,TeamID,PosistionID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
A. Thapa,20,https://cdn.sofifa.org/players/4/19/245170.png,143,59,12,86,5,47,34,47,65,36,54,52,63,61,62,67,64,79,63,80,47,39,73,57,37,58,49,42,56,52,60,47,56,49,9,13,6,14,11
S. Farhan,21,https://cdn.sofifa.org/players/4/19/241587.png,99,59,12,464,7,13,38,46,56,32,45,13,10,45,56,63,66,53,53,45,63,59,66,77,36,82,60,46,45,14,43,54,60,53,15,14,17,12,13
A. Ablet,31,https://cdn.sofifa.org/players/4/19/225716.png,80,59,0,309,8,62,57,49,58,52,59,44,60,54,64,64,66,68,60,56,58,67,62,61,53,70,57,55,58,58,62,55,50,48,11,13,7,14,15
Yoo Ji Ha,19,https://cdn.sofifa.org/players/4/19/242100.png,31,59,15,478,10,21,18,67,48,22,29,20,27,31,36,58,62,51,60,62,32,68,62,63,19,65,62,35,35,39,42,56,56,47,11,15,8,7,8
M. López,27,https://cdn.sofifa.org/players/4/19/244660.png,15,59,1,386,9,56,57,57,68,39,58,46,40,60,60,63,66,58,55,55,42,56,58,64,30,45,58,57,59,48,55,56,58,54,11,12,13,6,14
K. Huntelaar,19,https://cdn.sofifa.org/players/4/19/244405.png,22,59,11,540,5,49,36,53,65,45,59,42,40,60,62,61,63,65,56,61,59,55,55,59,44,58,48,53,63,54,53,38,54,59,14,7,13,11,12
J. Atanasov,18,https://cdn.sofifa.org/players/4/19/245429.png,78,59,17,295,7,45,38,57,68,38,64,41,47,56,62,62,58,54,51,55,63,59,51,58,39,60,58,43,45,48,48,50,58,64,12,8,11,11,10
K. Leidsman,19,https://cdn.sofifa.org/players/4/19/244406.png,22,59,10,540,1,39,61,60,45,47,62,39,37,33,58,67,64,55,55,57,58,64,62,68,56,32,14,52,51,56,46,24,18,18,6,11,12,12,13
M. Spasic,20,https://cdn.sofifa.org/players/4/19/244663.png,25,59,8,554,9,61,27,53,45,31,59,44,34,48,55,65,64,58,59,65,49,71,59,64,35,66,59,54,41,31,38,60,62,55,10,8,8,9,12
C. Topaloglu,26,https://cdn.sofifa.org/players/4/19/245431.png,52,59,3,229,11,14,8,12,20,9,13,14,10,16,15,21,33,26,35,39,23,43,26,48,8,25,11,5,21,18,28,8,13,14,59,57,56,63,65
D. Jarvis,26,https://cdn.sofifa.org/players/4/19/203192.png,97,59,3,547,9,52,33,49,51,37,47,35,39,47,54,68,70,75,65,62,39,84,76,57,36,63,54,53,53,43,52,56,57,54,10,10,12,11,13
P. Esquivel,24,https://cdn.sofifa.org/players/4/19/220856.png,47,59,5,286,1,36,62,66,47,43,60,47,40,41,60,60,55,56,54,78,55,62,53,43,62,31,12,58,48,66,49,55,20,15,14,9,9,9,9
S. Mandash,23,https://cdn.sofifa.org/players/4/19/225976.png,99,59,6,436,6,50,53,42,54,53,63,48,27,45,60,76,76,79,58,68,63,55,56,52,52,35,12,51,52,62,49,26,25,22,7,13,14,7,10
A. Abdellaoui,25,https://cdn.sofifa.org/players/4/19/243896.png,26,59,5,258,9,56,25,56,53,32,39,30,35,45,47,66,63,50,52,58,45,72,59,65,24,60,53,47,46,45,51,61,66,65,15,10,14,13,14
D. Bajselmani,19,https://cdn.sofifa.org/players/4/19/246456.png,22,59,11,401,9,64,32,40,40,32,63,39,37,26,44,82,76,57,51,62,29,63,61,74,63,57,60,49,40,46,36,59,57,58,6,13,7,5,14
E. Ferigra,19,https://cdn.sofifa.org/players/4/19/245689.png,53,59,13,58,10,33,30,62,34,28,33,33,31,34,39,65,60,45,52,52,42,66,53,63,29,57,54,27,35,41,49,60,66,63,9,12,6,15,13
J. Turley,28,https://cdn.sofifa.org/players/4/19/189625.png,12,59,0,622,10,46,34,55,44,28,35,29,29,49,37,58,56,56,60,49,33,64,60,81,32,67,54,39,37,34,42,60,56,53,14,16,9,14,14
A. Barreal,17,https://cdn.sofifa.org/players/4/19/245691.png,1,59,14,336,3,52,55,33,54,43,66,46,45,45,60,77,75,74,45,76,49,60,54,43,51,33,29,56,52,40,45,32,26,35,13,10,7,9,10
F. Pasqualoni,21,https://cdn.sofifa.org/players/4/19/244412.png,13,59,9,491,10,31,25,55,36,25,29,26,23,34,34,61,61,53,54,55,41,69,56,65,24,50,58,27,32,35,45,58,65,65,9,12,14,9,10
L. Tempelmann,19,https://cdn.sofifa.org/players/4/19/241085.png,10,59,16,126,5,38,36,54,66,37,58,50,43,63,62,66,55,69,55,77,38,67,54,49,34,49,57,42,58,37,50,52,58,57,9,8,13,10,6
Ahn Seong Nam,34,https://cdn.sofifa.org/players/4/19/191677.png,31,59,0,443,7,62,60,57,58,55,60,55,62,58,63,55,76,72,61,80,56,74,49,67,60,63,60,61,63,60,63,56,52,46,10,14,12,13,7
Kang Bong Gyun,24,https://cdn.sofifa.org/players/4/19/240318.png,31,59,5,302,11,14,6,10,18,8,8,11,11,22,13,17,27,37,58,32,20,52,23,61,7,20,9,7,24,17,54,12,11,12,54,67,50,57,58
D. García,21,https://cdn.sofifa.org/players/4/19/246462.png,1,59,9,284,1,34,67,58,51,44,59,44,36,38,55,72,69,55,60,75,61,56,56,44,59,31,12,47,53,64,54,15,21,14,14,13,10,14,10
T. Rotter,26,https://cdn.sofifa.org/players/4/19/244415.png,27,59,2,629,10,36,31,58,40,32,30,30,27,37,43,54,55,44,56,45,51,58,61,73,37,64,53,25,34,45,41,54,65,60,13,11,6,9,14
M. Kadlec,18,https://cdn.sofifa.org/players/4/19/244671.png,27,59,16,554,4,45,46,48,63,41,65,59,41,53,61,65,60,73,55,66,49,61,55,56,38,50,41,45,59,41,51,24,30,21,9,13,10,6,7
S. Serderov,24,https://cdn.sofifa.org/players/4/19/201920.png,44,59,6,470,6,39,62,44,47,50,66,50,51,37,68,73,78,73,61,71,61,33,48,59,63,46,38,67,46,62,44,41,20,22,8,9,13,6,13
A. Jędrych,26,https://cdn.sofifa.org/players/4/19/244160.png,9,59,5,637,10,38,42,59,43,27,32,23,24,38,34,57,58,46,53,64,42,73,67,71,22,43,49,33,32,21,51,61,65,61,10,12,13,10,12
J. Muscatt,20,https://cdn.sofifa.org/players/4/19/237505.png,12,59,10,463,9,56,29,57,41,31,68,41,40,36,45,62,59,59,62,67,29,66,62,41,36,60,58,48,36,47,47,50,65,68,10,12,8,6,15
M. Daly,17,https://cdn.sofifa.org/players/4/19/244673.png,12,59,21,144,5,55,56,50,64,52,62,61,57,62,60,61,52,61,59,67,55,54,48,48,49,46,39,58,58,58,66,39,59,57,9,12,10,10,14
T. De Bie,21,https://cdn.sofifa.org/players/4/19/223683.png,5,59,8,324,11,14,20,20,28,14,19,12,21,20,26,40,43,34,54,58,21,57,20,57,17,20,19,16,20,26,28,11,18,19,63,53,53,54,65
E. Elizalde,18,https://cdn.sofifa.org/players/4/19/240835.png,7,59,20,446,9,48,22,49,51,22,50,36,22,46,57,68,73,58,54,73,33,69,64,59,30,70,57,24,19,27,65,60,59,57,6,14,14,5,9
G. León,18,https://cdn.sofifa.org/players/4/19/245699.png,47,59,15,166,1,35,69,61,47,46,58,48,38,35,55,67,65,56,55,81,53,63,57,34,55,32,17,59,47,71,47,19,14,19,7,13,12,13,9
S. Çetin,17,https://cdn.sofifa.org/players/4/19/240836.png,10,59,21,87,7,50,58,47,64,47,64,50,42,58,62,65,64,73,59,78,57,59,54,48,50,59,55,62,63,53,61,47,60,57,12,11,6,14,12
A. Urzi,18,https://cdn.sofifa.org/players/4/19/246469.png,1,59,17,177,6,57,57,42,58,53,64,51,40,45,60,63,64,62,55,57,58,48,55,48,42,27,27,58,51,54,60,34,28,27,9,9,9,10,14
J. Dunleavy,26,https://cdn.sofifa.org/players/4/19/195013.png,62,59,0,649,9,58,42,55,60,33,49,42,36,56,59,52,53,50,56,52,52,78,66,55,15,56,58,54,56,47,56,54,62,61,16,13,10,12,6
A. Al Saluli,19,https://cdn.sofifa.org/players/4/19/241862.png,99,59,15,157,10,32,28,57,52,23,29,41,59,38,32,66,68,49,56,68,54,69,34,62,51,55,58,27,33,44,45,60,60,57,12,13,7,15,5
K. Chvedukas,27,https://cdn.sofifa.org/players/4/19/215752.png,119,59,1,547,7,53,42,55,66,28,52,43,39,61,55,64,64,54,58,65,46,58,63,46,47,59,57,51,55,50,49,54,58,58,13,9,15,13,13
A. Al Dawsari,20,https://cdn.sofifa.org/players/4/19/232904.png,99,59,10,51,7,42,25,49,65,25,53,36,31,56,58,58,65,66,56,83,46,41,64,64,33,65,59,40,52,44,49,46,57,53,6,14,12,10,12
E. Korkmaz,21,https://cdn.sofifa.org/players/4/19/238024.png,22,59,9,215,10,50,28,58,58,28,38,26,29,53,53,65,63,62,55,63,41,72,61,68,22,56,49,29,33,31,53,57,59,57,10,7,6,14,14
J. Galetto,21,https://cdn.sofifa.org/players/4/19/245448.png,1,59,9,372,9,52,35,45,46,35,61,35,33,29,49,73,75,67,54,70,48,62,64,48,32,52,56,52,42,44,51,55,64,62,9,10,8,6,6
S. Russell,35,https://cdn.sofifa.org/players/4/19/53960.png,12,59,0,632,11,28,15,34,33,31,27,18,16,31,31,30,40,46,53,55,22,48,39,51,8,44,22,12,41,14,57,30,33,27,56,60,58,60,58
O. Sail,22,https://cdn.sofifa.org/players/4/19/225993.png,77,59,8,467,11,16,18,11,27,16,19,18,12,31,16,49,49,37,59,49,22,61,25,62,11,21,19,11,36,21,39,12,13,13,60,55,62,54,60
M. Hudson,19,https://cdn.sofifa.org/players/4/19/227529.png,12,59,6,598,11,19,18,11,29,13,12,20,11,16,20,49,42,37,53,54,20,63,41,45,19,17,24,19,48,17,36,23,13,20,58,59,53,60,58
N. Bizet,21,https://cdn.sofifa.org/players/4/19/231881.png,11,59,10,360,1,30,65,70,48,49,47,31,24,33,51,61,65,49,53,50,50,62,63,81,46,54,17,57,42,57,55,17,25,25,12,6,15,11,6
Madger Gomes,21,https://cdn.sofifa.org/players/4/19/239305.png,4,59,11,522,5,46,45,41,65,45,65,47,46,58,60,76,78,66,56,69,58,51,56,56,36,42,27,47,55,45,54,37,35,46,13,10,10,15,14
Iker Goujón,18,https://cdn.sofifa.org/players/4/19/245705.png,4,59,16,393,5,55,55,54,68,57,61,58,52,62,65,64,67,60,63,69,63,50,52,51,50,48,26,49,55,57,60,41,54,55,7,8,8,11,13
F. Bin Jamayah,23,https://cdn.sofifa.org/players/4/19/240587.png,99,59,9,51,6,59,48,36,58,46,59,60,65,55,63,74,74,63,49,70,63,52,49,32,62,42,28,54,53,49,43,28,32,29,10,6,12,13,12
N. Anderton,22,https://cdn.sofifa.org/players/4/19/223180.png,12,59,10,566,9,52,29,59,55,30,49,24,25,44,50,65,63,58,54,54,37,76,68,69,28,55,56,23,40,36,51,56,60,57,15,16,10,12,6
C. Storm,23,https://cdn.sofifa.org/players/4/19/237260.png,64,59,7,244,9,57,25,35,59,26,60,36,32,55,58,76,67,76,54,72,40,58,69,61,24,60,54,49,40,38,40,55,59,56,7,8,5,14,6
J. Bruhns,19,https://cdn.sofifa.org/players/4/19/239564.png,10,59,12,561,11,11,12,9,22,11,13,12,11,21,21,36,47,51,47,55,21,69,29,59,9,34,16,11,39,22,29,21,8,11,61,58,54,54,64
E. Ybáñez,19,https://cdn.sofifa.org/players/4/19/241100.png,1,59,11,406,9,59,36,55,40,29,67,41,35,36,51,66,54,67,52,78,35,64,59,50,31,58,56,50,38,47,55,59,62,68,10,6,8,6,11
E. Karic,21,https://cdn.sofifa.org/players/4/19/244940.png,27,59,7,588,9,55,38,58,53,29,57,40,41,39,55,69,73,59,52,53,51,47,66,72,34,59,57,44,43,38,50,55,58,54,11,10,8,11,11
L. Ridehalgh,27,https://cdn.sofifa.org/players/4/19/193740.png,12,59,1,630,9,55,45,41,52,23,53,35,53,53,58,61,69,60,49,75,68,80,76,66,58,59,55,53,54,42,48,51,62,60,10,12,10,12,10
J. Bolado,20,https://cdn.sofifa.org/players/4/19/236237.png,1,59,10,141,11,13,7,13,24,6,7,13,12,22,14,31,22,37,42,46,18,63,26,34,5,18,13,6,37,16,36,16,10,10,68,55,55,55,64
A. Riemann,26,https://cdn.sofifa.org/players/4/19/204494.png,10,59,0,600,6,59,55,61,58,52,57,58,60,57,56,72,73,68,46,69,65,68,59,68,60,61,34,57,47,51,53,33,32,35,10,11,16,16,11
A. Gogić,24,https://cdn.sofifa.org/players/4/19/216526.png,98,59,7,585,10,41,35,62,58,36,55,47,39,53,59,38,42,61,49,51,68,68,69,74,48,74,51,52,46,51,45,53,53,52,8,11,14,12,10
L. Béland-Goyette,22,https://cdn.sofifa.org/players/4/19/225486.png,96,59,5,96,5,55,40,50,63,59,61,57,35,62,63,65,61,69,52,69,61,57,48,55,55,65,55,54,59,49,55,55,58,53,7,14,12,10,16
E. Pálsson,25,https://cdn.sofifa.org/players/4/19/242894.png,46,59,5,616,7,44,52,56,64,33,55,47,39,62,58,66,66,53,58,54,63,60,60,76,46,69,53,47,50,42,45,44,56,52,12,8,14,5,8
Lee Tae Hee,26,https://cdn.sofifa.org/players/4/19/227791.png,31,59,0,572,9,51,35,59,57,24,57,34,28,57,51,73,69,65,52,75,48,63,64,59,35,60,54,62,47,35,57,56,58,60,13,10,8,13,13
K. Yajima,23,https://cdn.sofifa.org/players/4/19/233679.png,51,59,8,356,1,36,47,63,62,45,60,34,38,51,64,74,69,68,56,44,51,58,57,78,49,44,36,56,47,50,57,30,32,31,14,6,5,12,11
M. Hoxha,18,https://cdn.sofifa.org/players/4/19/239311.png,5,59,13,410,4,40,48,46,58,45,60,51,46,57,58,76,67,79,60,74,51,74,33,56,55,35,24,52,56,51,54,15,35,34,11,13,11,8,12
K. McFarlane,21,https://cdn.sofifa.org/players/4/19/228304.png,12,59,9,419,1,32,58,56,51,47,52,38,30,30,53,75,77,64,55,65,59,62,62,63,53,45,20,56,37,61,53,29,18,18,16,10,14,12,8
F. Rieder,22,https://cdn.sofifa.org/players/4/19/243664.png,27,59,7,516,5,44,46,41,63,34,61,57,41,51,57,68,65,72,62,77,41,72,73,43,43,37,55,55,57,37,43,45,52,32,12,10,11,12,14
C. Kpekawa,22,https://cdn.sofifa.org/players/4/19/223953.png,12,59,10,579,10,52,41,55,50,37,52,58,31,52,54,65,71,66,53,48,61,67,65,70,59,50,56,42,40,47,55,58,60,59,12,9,13,6,14
C. Tiéhi,20,https://cdn.sofifa.org/players/4/19/243665.png,43,59,17,424,7,48,33,53,62,32,51,42,42,58,61,63,55,65,58,64,52,58,58,60,37,62,59,33,49,46,55,55,58,54,7,15,14,7,15
J. Flatt,23,https://cdn.sofifa.org/players/4/19/212178.png,12,59,7,525,11,15,9,13,24,10,14,13,14,19,21,25,28,32,52,36,21,54,22,49,11,17,10,7,33,23,39,12,18,14,62,56,58,59,59
T. Matthews,17,https://cdn.sofifa.org/players/4/19/244690.png,84,59,20,17,4,57,49,33,56,48,70,53,44,47,66,78,77,87,48,87,39,61,53,34,37,32,24,45,54,45,50,35,22,24,10,15,10,10,10
J. Hodgkiss,31,https://cdn.sofifa.org/players/4/19/182738.png,12,59,0,647,9,40,17,58,48,22,47,37,30,54,52,66,65,64,68,80,19,58,63,57,19,68,57,54,38,28,47,60,60,63,11,9,11,8,10
C. Arroyave,22,https://cdn.sofifa.org/players/4/19/242131.png,15,59,8,634,11,14,6,13,23,9,6,14,14,18,12,21,20,29,51,48,19,62,24,42,5,25,11,8,41,12,38,14,10,12,60,59,54,54,64
J. Heil,21,https://cdn.sofifa.org/players/4/19/244435.png,27,59,7,629,6,51,41,50,56,41,63,63,43,55,58,71,67,70,58,72,56,72,57,51,40,53,47,57,55,46,46,38,38,37,6,11,14,14,9
A. Jakubiak,21,https://cdn.sofifa.org/players/4/19/222422.png,39,59,10,584,1,35,60,53,51,50,63,48,30,47,57,73,75,71,55,71,56,53,60,60,53,28,33,50,46,61,47,26,12,21,7,13,6,12,8
K. Reaves,22,https://cdn.sofifa.org/players/4/19/242902.png,64,59,9,305,10,33,16,54,56,23,33,26,24,49,41,58,61,52,49,59,36,67,63,66,23,53,53,23,37,33,39,58,66,64,9,11,5,7,12
V. Baume,21,https://cdn.sofifa.org/players/4/19/224215.png,5,59,9,331,11,16,16,15,29,14,18,15,13,22,25,37,42,43,54,61,25,60,22,51,20,26,8,19,29,28,25,11,20,19,60,56,58,53,65
R. Morishita,19,https://cdn.sofifa.org/players/4/19/237783.png,51,59,9,451,10,28,19,44,56,24,33,21,28,45,57,67,61,66,60,67,39,70,69,75,18,77,47,23,29,45,53,49,61,55,12,9,12,13,8
A. Awad,26,https://cdn.sofifa.org/players/4/19/243159.png,30,59,3,636,1,51,61,52,57,46,63,52,50,44,62,64,66,71,53,73,55,66,60,57,56,34,17,58,57,47,56,30,19,14,13,12,9,7,11
A. Al Shamrani,24,https://cdn.sofifa.org/players/4/19/235481.png,99,59,4,154,10,34,25,54,51,23,32,24,36,47,48,59,63,62,54,68,37,73,58,70,32,57,56,26,37,39,39,56,58,57,9,8,13,14,8
G. Azzinnari,17,https://cdn.sofifa.org/players/4/19/245721.png,13,59,24,491,1,40,60,60,50,40,55,42,35,40,52,65,74,62,55,76,60,64,58,47,55,40,20,60,48,67,50,42,25,20,14,12,13,10,10
O. Drost,22,https://cdn.sofifa.org/players/4/19/241114.png,16,59,7,580,1,46,59,50,56,49,62,33,33,52,62,78,77,58,48,63,60,63,58,65,51,68,22,57,49,58,47,32,21,20,12,8,14,14,9
J. Caprice,25,https://cdn.sofifa.org/players/4/19/205019.png,12,59,3,630,9,59,51,44,49,43,53,43,42,42,55,80,80,72,58,63,60,58,70,62,42,50,49,57,57,45,44,58,55,52,12,8,14,7,6
Zhang Lu,30,https://cdn.sofifa.org/players/4/19/224731.png,80,59,0,159,6,54,45,42,55,50,54,43,35,48,54,74,80,68,56,65,55,58,78,70,45,72,48,61,53,51,40,57,56,43,13,12,15,8,11
A. Mendy,23,https://cdn.sofifa.org/players/4/19/244187.png,19,59,6,329,9,51,31,61,54,26,45,29,34,48,42,67,71,49,54,48,35,62,61,64,34,57,60,44,51,37,45,54,59,63,8,10,14,11,14
G. Blackwood,21,https://cdn.sofifa.org/players/4/19/225756.png,66,59,6,412,1,40,59,57,47,46,57,39,41,36,55,63,69,64,53,50,65,70,63,67,45,40,17,61,48,54,58,19,28,26,10,6,11,9,7
M. Johansson,19,https://cdn.sofifa.org/players/4/19/226524.png,30,59,13,639,11,16,20,12,28,16,17,17,13,30,24,40,42,39,52,42,22,66,33,59,20,23,22,14,27,15,39,18,12,15,58,60,57,56,62
J. Hanato,28,https://cdn.sofifa.org/players/4/19/233180.png,51,59,0,576,2,58,56,48,56,70,62,52,42,48,61,64,69,70,62,68,68,69,82,60,52,36,16,55,49,55,57,20,24,22,9,12,10,11,7
M. Clark,19,https://cdn.sofifa.org/players/4/19/240604.png,18,59,10,633,9,52,22,44,55,22,56,53,32,49,57,73,70,63,53,79,24,68,66,54,30,49,55,48,46,34,47,56,58,61,14,6,12,13,11
B. Mines,18,https://cdn.sofifa.org/players/4/19/242652.png,64,59,19,260,6,45,45,46,61,40,61,48,49,53,59,73,72,71,58,70,46,52,65,39,40,59,42,60,51,44,47,51,43,42,5,7,12,14,9
Kwon Tae Ahn,26,https://cdn.sofifa.org/players/4/19/202973.png,31,59,4,572,11,13,9,12,24,14,12,13,11,23,22,53,59,55,54,51,22,43,23,67,14,15,13,12,14,12,57,17,13,12,59,57,60,60,59
C. Baker-Richardson,22,https://cdn.sofifa.org/players/4/19/220893.png,12,59,8,190,1,22,64,58,51,47,45,31,23,21,53,61,69,51,53,60,63,59,56,63,42,34,16,61,43,61,54,10,17,14,12,15,8,9,14
B. Varga,24,https://cdn.sofifa.org/players/4/19/236510.png,61,59,5,570,3,32,58,57,52,49,48,47,29,32,56,67,66,70,62,69,62,69,59,61,54,32,15,59,53,57,54,11,12,11,15,11,7,12,9
S. Akgün,18,https://cdn.sofifa.org/players/4/19/244702.png,52,59,19,203,5,52,47,52,71,53,64,51,47,72,58,59,66,57,53,73,58,55,47,54,47,44,28,53,53,51,62,44,46,51,15,15,6,14,11
S. Long,23,https://cdn.sofifa.org/players/4/19/218591.png,62,59,6,618,9,55,27,55,49,27,51,33,34,38,55,65,64,70,53,66,36,63,77,67,28,63,55,32,32,37,61,56,57,56,14,8,11,6,14
M. Folivi,20,https://cdn.sofifa.org/players/4/19/227807.png,12,59,15,73,1,25,64,47,54,36,61,48,26,24,59,68,66,68,50,66,59,69,58,54,52,33,11,63,41,62,62,31,17,21,12,6,12,9,8
M. Rayman,21,https://cdn.sofifa.org/players/4/19/235487.png,99,59,10,157,9,58,23,52,56,28,48,34,33,54,47,79,88,71,49,82,27,62,55,68,28,50,52,49,37,38,41,59,57,58,15,10,12,12,12
B. Thomas-Asante,19,https://cdn.sofifa.org/players/4/19/235744.png,12,59,15,593,6,50,54,41,55,41,63,39,30,51,60,72,75,80,56,71,50,56,45,71,48,51,24,54,54,50,55,42,24,21,11,9,6,15,5
Y. Begraoui,16,https://cdn.sofifa.org/players/4/19/243169.png,11,59,22,360,1,45,68,57,41,42,62,35,50,35,51,72,76,60,65,75,51,63,70,47,47,34,17,55,49,67,55,13,18,20,9,9,14,12,5
A. Fleming,30,https://cdn.sofifa.org/players/4/19/184801.png,12,59,0,641,5,46,53,46,64,40,55,47,50,59,60,69,74,78,58,72,56,68,48,58,53,48,48,58,62,52,55,49,48,42,16,8,14,9,6
Guille Lara,22,https://cdn.sofifa.org/players/4/19/228322.png,4,59,12,442,11,17,11,15,31,15,13,16,18,22,21,44,43,41,58,62,20,60,40,65,14,21,15,12,29,24,39,12,16,17,61,54,55,57,60
W. Wood,21,https://cdn.sofifa.org/players/4/19/228578.png,12,59,10,566,9,53,31,57,53,38,55,43,37,47,54,68,66,64,57,68,39,65,67,57,39,58,57,53,41,44,54,57,61,56,15,6,10,6,9
F. Ghazi,24,https://cdn.sofifa.org/players/4/19/232674.png,99,59,7,261,9,52,21,43,50,22,47,49,29,47,53,78,77,70,64,56,40,60,57,74,19,50,54,35,36,37,45,57,63,55,5,6,5,6,11
N. Córdova,20,https://cdn.sofifa.org/players/4/19/244962.png,29,59,14,468,9,45,34,41,51,24,49,28,29,46,42,71,77,72,61,67,31,57,78,53,29,56,56,55,31,37,43,52,62,56,8,15,6,9,13
Jin Pengxiang,28,https://cdn.sofifa.org/players/4/19/222179.png,80,59,0,44,9,53,32,57,54,38,47,42,35,49,50,65,62,80,51,65,36,67,69,73,34,53,59,46,43,40,60,58,61,60,9,8,14,8,14
Kim Bo Seop,20,https://cdn.sofifa.org/players/4/19/237027.png,31,59,12,506,3,50,61,55,53,40,56,43,34,30,57,76,77,75,51,65,65,61,80,65,50,63,18,62,57,55,52,18,13,19,12,9,5,9,14
S. Acka,27,https://cdn.sofifa.org/players/4/19/243683.png,43,59,2,203,10,31,20,55,34,27,32,29,33,30,38,64,63,48,54,54,47,70,64,64,25,53,52,27,29,46,43,60,69,66,9,13,8,11,11
E. Celebi,18,https://cdn.sofifa.org/players/4/19/244707.png,10,59,15,200,10,39,26,63,49,30,41,32,24,44,43,51,55,41,46,65,39,74,54,55,28,48,57,22,31,31,44,52,67,65,9,14,9,15,12
E. Dabo,22,https://cdn.sofifa.org/players/4/19/228836.png,19,59,7,487,10,45,33,56,62,32,53,43,42,57,54,67,66,78,59,64,53,60,66,62,33,62,51,33,58,46,53,53,62,56,15,13,8,13,14
Mello,25,https://cdn.sofifa.org/players/4/19/245476.png,3,59,3,637,6,47,46,43,70,42,60,48,42,66,58,57,65,52,54,75,50,57,41,48,43,37,30,51,58,48,60,39,46,51,7,8,6,12,8
Yang Boyu,29,https://cdn.sofifa.org/players/4/19/222181.png,80,59,0,125,10,30,28,58,37,21,36,25,23,30,39,49,55,49,45,53,37,72,65,81,27,46,53,21,28,32,57,63,63,56,10,6,13,12,16
A. Collins,21,https://cdn.sofifa.org/players/4/19/225509.png,18,59,8,627,1,38,61,49,50,55,58,21,23,35,60,84,80,72,50,65,58,57,72,67,48,44,19,53,40,48,42,42,13,17,14,12,13,16,12
P. Kasim,21,https://cdn.sofifa.org/players/4/19/226533.png,40,59,11,602,6,52,49,39,55,43,64,59,54,39,67,77,66,84,52,74,48,63,57,31,57,37,17,46,54,47,55,34,24,29,10,10,11,13,12
T. Abdullah,22,https://cdn.sofifa.org/players/4/19/235493.png,99,59,9,157,9,53,28,36,49,20,52,28,31,48,49,65,69,57,55,91,28,72,63,62,23,56,60,50,50,37,45,65,61,57,14,9,9,10,5
M. Crocombe,24,https://cdn.sofifa.org/players/4/19/206566.png,77,59,4,86,11,24,14,23,32,21,16,19,21,31,21,46,49,54,55,42,22,57,38,58,19,41,25,12,31,21,44,10,21,21,61,56,54,56,63
E. Næsbak Brenden,24,https://cdn.sofifa.org/players/4/19/233446.png,37,59,4,530,6,57,49,41,56,45,62,45,42,49,59,76,78,80,46,77,58,55,69,62,47,39,41,48,51,55,60,27,45,35,10,10,12,11,5
J. O'Doherty,20,https://cdn.sofifa.org/players/4/19/236006.png,66,59,7,387,5,60,54,44,59,50,63,56,36,55,62,75,76,78,58,76,58,66,62,52,60,79,49,56,55,54,57,47,49,48,10,7,14,9,10
Fernando Costanza,19,https://cdn.sofifa.org/players/4/19/245990.png,3,59,15,199,9,60,35,49,59,33,60,33,32,36,54,68,66,52,57,63,34,60,67,53,33,57,54,52,38,44,37,54,58,57,15,6,5,14,8
M. Acton,26,https://cdn.sofifa.org/players/4/19/209895.png,66,59,4,151,11,20,19,19,26,11,19,20,18,25,18,40,40,38,51,41,16,59,25,58,18,18,25,20,11,27,48,16,19,19,62,57,56,53,62
F. Lobos,19,https://cdn.sofifa.org/players/4/19/233447.png,29,59,15,314,1,27,62,56,44,48,63,38,28,29,64,66,67,65,46,54,56,65,62,62,48,28,12,55,39,58,50,14,13,14,13,10,8,10,6
K. Tokushige,34,https://cdn.sofifa.org/players/4/19/232936.png,51,59,0,536,11,12,5,14,31,5,14,11,11,38,12,25,20,38,55,39,20,46,23,62,7,18,9,6,33,17,41,10,13,12,59,54,61,62,57
J. Serafin,22,https://cdn.sofifa.org/players/4/19/226025.png,9,59,7,470,5,43,43,50,64,42,58,48,42,59,58,68,62,58,59,60,56,65,69,55,55,61,52,56,53,45,60,49,55,51,11,10,12,10,6
N. Sutter,23,https://cdn.sofifa.org/players/4/19/221930.png,36,59,8,488,10,42,55,62,63,50,48,40,36,54,52,70,65,58,55,61,62,60,62,69,43,61,49,48,45,41,46,57,58,54,8,10,14,16,8
C. O'Hare,20,https://cdn.sofifa.org/players/4/19/238058.png,12,59,15,223,4,30,61,51,53,37,62,40,31,35,59,78,74,63,55,64,54,64,63,46,52,31,16,55,56,62,51,23,19,11,11,7,11,14,15
M. Carreazo,20,https://cdn.sofifa.org/players/4/19/242922.png,50,59,10,207,5,37,31,62,68,38,58,31,39,51,62,78,69,86,47,84,53,56,79,37,36,56,35,70,70,38,69,42,38,41,14,13,15,12,13
R. Aoki,22,https://cdn.sofifa.org/players/4/19/232427.png,51,59,11,168,3,60,48,36,59,47,55,44,37,48,61,83,80,50,58,76,51,49,63,47,36,25,22,56,56,52,47,35,25,28,7,6,14,7,13
F. Camara,20,https://cdn.sofifa.org/players/4/19/244459.png,33,59,9,508,9,50,24,46,47,29,53,32,31,45,51,73,75,87,56,89,22,61,64,39,31,62,57,52,37,40,42,60,60,61,14,6,9,8,8
